4.88 	47.45 	47.45
5.66 	50.89 	45.35
6.43 	48.58 	44.45
7.20 	47.20 	44.67
7.97 	49.49 	43.95
8.74 	48.33 	43.53
9.51 	46.07 	44.94
10.28 	42.38 	41.96
11.05 	43.77 	41.94
11.83 	43.29 	41.96
12.60 	41.91 	42.41
13.37 	43.08 	40.56
14.14 	40.97 	41.73
14.91 	41.22 	41.96
15.68 	40.99 	40.56
16.45 	38.65 	41.03
17.22 	39.57 	41.96
17.99 	38.67 	40.80
18.77 	40.06 	40.33
19.54 	39.36 	41.26
