4.99 	19.86 	19.86
5.96 	17.97 	17.68
6.92 	16.96 	16.52
7.89 	17.83 	17.54
8.86 	17.68 	15.36
9.82 	16.09 	15.51
10.79 	16.23 	14.78
11.76 	15.51 	14.49
12.72 	14.93 	13.62
13.69 	14.78 	14.64
14.65 	14.93 	14.49
15.62 	15.07 	14.06
16.59 	13.33 	14.06
17.55 	13.77 	13.33
18.52 	13.48 	13.19
19.48 	14.06 	13.04
